HIV.1_Prot_Name	Human_GeneId	Keywords	evidence.number
retropepsin	7840	interacts with(1)	1
retropepsin	8661	interacts with(1)	1
retropepsin	8662	interacts with(1)	1
retropepsin	8663	interacts with(1)	1
retropepsin	8664	interacts with(1)	1
retropepsin	8665	interacts with(1)	1
retropepsin	8667	interacts with(1)	1
retropepsin	8737	binds(1)	1
retropepsin	8767	binds(1)	1
retropepsin	8924	interacts with(1)	1
retropepsin	8994	interacts with(1)	1
retropepsin	10142	interacts with(1)	1
retropepsin	10269	interacts with(1)	1
retropepsin	10480	interacts with(1)	1
retropepsin	10498	interacts with(1)	1
retropepsin	10534	interacts with(1)	1
retropepsin	10725	interacts with(1)	1
retropepsin	10946	interacts with(1)	1
retropepsin	23293	interacts with(1)	1
retropepsin	23299	interacts with(1)	1
retropepsin	23365	interacts with(1)	1
retropepsin	23369	interacts with(1)	1
retropepsin	26031	interacts with(1)	1
retropepsin	26502	interacts with(1)	1
retropepsin	27247	interacts with(1)	1
retropepsin	27335	interacts with(1)	1
retropepsin	29882	interacts with(1)	1
retropepsin	51236	interacts with(1)	1
retropepsin	51386	interacts with(1)	1
retropepsin	54107	interacts with(1)	1
retropepsin	54205	interacts with(1)	1
retropepsin	55764	interacts with(1)	1
retropepsin	56655	interacts with(1)	1
retropepsin	56672	interacts with(1)	1
retropepsin	56993	interacts with(1)	1
retropepsin	57805	interacts with(1)	1
retropepsin	64682	interacts with(1)	1
retropepsin	80308	interacts with(1)	1
retropepsin	83475	interacts with(1)	1
retropepsin	83481	interacts with(1)	1
retropepsin	96459	interacts with(1)	1
retropepsin	114880	interacts with(1)	1
retropepsin	201163	interacts with(1)	1
retropepsin	256364	interacts with(1)	1
Rev	23	interacts with(1)	1
Rev	103	interacts with(1)	1
Rev	328	interacts with(1)	1
Rev	488	interacts with(1)	1
Rev	811	interacts with(1)	1
Rev	983	phosphorylated by(1)	1
Rev	988	interacts with(1)	1
Rev	1478	interacts with(1)	1
Rev	1479	interacts with(1)	1
Rev	1642	interacts with(1)	1
Rev	1778	interacts with(1)	1
Rev	1915	interacts with(1)	1
Rev	1968	interacts with(1)	1
Rev	2079	interacts with(1)	1
Rev	2130	interacts with(1)	1
Rev	2197	interacts with(1)	1
Rev	2521	interacts with(1)	1
Rev	2597	interacts with(1)	1
Rev	3017	interacts with(1)	1
Rev	3018	interacts with(1)	1
Rev	3021	interacts with(1)	1
Rev	3099	interacts with(1)	1
Rev	3106	interacts with(1)	1
Rev	3107	interacts with(1)	1
Rev	3181	interacts with(1)	1
Rev	3182	interacts with(1)	1
Rev	3183	interacts with(1)	1
Rev	3184	interacts with(1)	1
Rev	3185	interacts with(1)	1
Rev	3187	interacts with(1)	1
Rev	3188	interacts with(1)	1
Rev	3189	interacts with(1)	1
Rev	3550	interacts with(1)	1
Rev	3608	interacts with(1)	1
Rev	3835	binds(1)	1
Rev	3836	interacts with(1)	1
Rev	3838	interacts with(1)	1
Rev	3840	interacts with(1)	1
Rev	3843	binds(1)	1
Rev	3921	interacts with(1)	1
Rev	3980	interacts with(1)	1
Rev	4000	binds(1)	1
Rev	4076	interacts with(1)	1
Rev	4236	interacts with(1)	1
Rev	4343	interacts with(1)	1
Rev	4350	interacts with(1)	1
Rev	4670	interacts with(1)	1
Rev	4676	interacts with(1)	1
Rev	4677	interacts with(1)	1
Rev	4898	interacts with(1)	1
Rev	5034	interacts with(1)	1
Rev	5093	interacts with(1)	1
Rev	5094	interacts with(1)	1
Rev	5211	interacts with(1)	1
Rev	5214	interacts with(1)	1
Rev	5351	interacts with(1)	1
Rev	5356	interacts with(1)	1
Rev	5445	interacts with(1)	1
Rev	5479	interacts with(1)	1
Rev	5520	interacts with(1)	1
Rev	5537	interacts with(1)	1
Rev	5578	phosphorylated by(1)	1
Rev	5591	interacts with(1)	1
Rev	5594	phosphorylated by(1)	1
Rev	5595	phosphorylated by(1)	1
Rev	5725	interacts with(1)	1
Rev	5757	binds(1)	1
Rev	5813	interacts with(1)	1
Rev	5814	interacts with(1)	1
Rev	5905	interacts with(1)	1
Rev	5965	interacts with(1)	1
Rev	6122	interacts with(1)	1
Rev	6125	interacts with(1)	1
Rev	6128	interacts with(1)	1
Rev	6139	interacts with(1)	1
Rev	6155	interacts with(1)	1
Rev	6161	interacts with(1)	1
Rev	6165	interacts with(1)	1
Rev	6187	interacts with(1)	1
Rev	6189	interacts with(1)	1
Rev	6191	interacts with(1)	1
Rev	6193	interacts with(1)	1
Rev	6194	interacts with(1)	1
Rev	6218	interacts with(1)	1
Rev	6228	interacts with(1)	1
Rev	6230	interacts with(1)	1
Rev	6233	interacts with(1)	1
Rev	6294	interacts with(1)	1
Rev	6418	interacts with(1)	1
Rev	6421	interacts with(1)	1
Rev	6426	interacts with(1)	1
Rev	6625	interacts with(1)	1
Rev	6631	interacts with(1)	1
Rev	6635	interacts with(1)	1
Rev	6636	interacts with(1)	1
Rev	6637	interacts with(1)	1
Rev	6709	interacts with(1)	1
Rev	6711	interacts with(1)	1
Rev	6726	interacts with(1)	1
Rev	6729	interacts with(1)	1
Rev	6742	interacts with(1)	1
Rev	7184	interacts with(1)	1
Rev	7277	interacts with(1)	1
Rev	7280	interacts with(1)	1
Rev	7307	interacts with(1)	1
Rev	7314	ubiquitinated by(1)	1
Rev	7316	ubiquitinated by(1)	1
Rev	7846	interacts with(1)	1
Rev	8175	interacts with(1)	1
Rev	8341	interacts with(1)	1
Rev	8342	interacts with(1)	1
Rev	8345	interacts with(1)	1
Rev	8347	interacts with(1)	1
Rev	8349	interacts with(1)	1
Rev	8359	interacts with(1)	1
Rev	8450	interacts with(1)	1
Rev	8451	interacts with(1)	1
Rev	8575	binds(1)	1
Rev	8607	interacts with(1)	1
Rev	8668	interacts with(1)	1
Rev	8683	interacts with(1)	1
Rev	8894	interacts with(1)	1
Rev	8899	interacts with(1)	1
Rev	9188	interacts with(1)	1
Rev	9319	interacts with(1)	1
Rev	9349	interacts with(1)	1
Rev	9410	interacts with(1)	1
Rev	9584	interacts with(1)	1
Rev	9972	interacts with(1)	1
Rev	9987	interacts with(1)	1
Rev	10075	interacts with(1)	1
Rev	10291	interacts with(1)	1
Rev	10376	interacts with(1)	1
Rev	10381	interacts with(1)	1
Rev	10382	interacts with(1)	1
Rev	10383	interacts with(1)	1
Rev	10399	interacts with(1)	1
Rev	10432	associates with(1)	1
Rev	10436	interacts with(1)	1
Rev	10456	binds(1)	1
Rev	10480	interacts with(1)	1
Rev	10514	interacts with(1)	1
Rev	10527	interacts with(1)	1
Rev	10537	ubiquitinated by(1)	1
Rev	10594	interacts with(1)	1
Rev	10642	interacts with(1)	1
Rev	10657	binds(1)	1
Rev	10713	interacts with(1)	1
Rev	10728	interacts with(1)	1
Rev	10885	interacts with(1)	1
Rev	10923	interacts with(1)	1
Rev	10946	interacts with(1)	1
Rev	10963	interacts with(1)	1
Rev	10972	interacts with(1)	1
Rev	11052	interacts with(1)	1
Rev	11103	binds(1)	1
Rev	11198	interacts with(1)	1
Rev	11284	interacts with(1)	1
Rev	11321	interacts with(1)	1
Rev	22905	interacts with(1)	1
Rev	22984	interacts with(1)	1
Rev	22985	interacts with(1)	1
Rev	23016	interacts with(1)	1
Rev	23020	interacts with(1)	1
Rev	23352	interacts with(1)	1
Rev	23517	interacts with(1)	1
Rev	23534	binds(1)	1
Rev	23633	interacts with(1)	1
Rev	23636	interacts with(1)	1
Rev	24148	interacts with(1)	1
Rev	25836	interacts with(1)	1
Rev	26121	interacts with(1)	1
Rev	26528	interacts with(1)	1
Rev	27067	interacts with(1)	1
Rev	27339	interacts with(1)	1
Rev	28957	interacts with(1)	1
Rev	28977	interacts with(1)	1
Rev	29969	interacts with(1)	1
Rev	51013	interacts with(1)	1
Rev	51202	interacts with(1)	1
Rev	51493	interacts with(1)	1
Rev	51602	interacts with(1)	1
Rev	51637	interacts with(1)	1
Rev	51807	interacts with(1)	1
Rev	53981	interacts with(1)	1
Rev	54606	interacts with(1)	1
Rev	54732	interacts with(1)	1
Rev	54865	interacts with(1)	1
Rev	55133	interacts with(1)	1
Rev	55226	interacts with(1)	1
Rev	55234	interacts with(1)	1
Rev	55269	interacts with(1)	1
Rev	55766	interacts with(1)	1
Rev	55844	interacts with(1)	1
Rev	56342	interacts with(1)	1
Rev	56915	interacts with(1)	1
Rev	57380	interacts with(1)	1
Rev	64783	interacts with(1)	1
Rev	64802	interacts with(1)	1
Rev	64965	interacts with(1)	1
Rev	65003	interacts with(1)	1
Rev	65244	interacts with(1)	1
Rev	79074	interacts with(1)	1
Rev	79171	interacts with(1)	1
Rev	79228	interacts with(1)	1
Rev	79869	interacts with(1)	1
Rev	81611	interacts with(1)	1
Rev	81627	interacts with(1)	1
Rev	84790	interacts with(1)	1
Rev	94104	interacts with(1)	1
Rev	96764	associates with(1)	1
Rev	114034	interacts with(1)	1
Rev	118487	interacts with(1)	1
Rev	128312	interacts with(1)	1
Rev	129531	interacts with(1)	1
Rev	134430	interacts with(1)	1
Rev	161424	interacts with(1)	1
Rev	170506	interacts with(1)	1
Rev	203068	interacts with(1)	1
Rev	220988	interacts with(1)	1
Rev	222068	interacts with(1)	1
Rev	253725	interacts with(1)	1
Rev	283742	interacts with(1)	1
Rev	347733	interacts with(1)	1
Rev	387680	interacts with(1)	1
Rev	440689	interacts with(1)	1
Rev	692312	interacts with(1)	1
reverse transcriptase	58	interacts with(1)	1
reverse transcriptase	59	interacts with(1)	1
reverse transcriptase	60	binds(1)	1
reverse transcriptase	70	interacts with(1)	1
reverse transcriptase	71	interacts with(1)	1
reverse transcriptase	72	interacts with(1)	1
reverse transcriptase	1437	interacts with(1)	1
reverse transcriptase	1457	phosphorylated by(1)	1
reverse transcriptase	1459	phosphorylated by(1)	1
reverse transcriptase	1460	phosphorylated by(1)	1
reverse transcriptase	2332	associates with(1)	1
reverse transcriptase	2885	interacts with(1)	1
reverse transcriptase	3329	interacts with(1)	1
reverse transcriptase	3383	interacts with(1)	1
reverse transcriptase	3553	interacts with(1)	1
reverse transcriptase	3576	interacts with(1)	1
reverse transcriptase	3735	interacts with(1)	1
reverse transcriptase	4691	fractionates with(1)	1
reverse transcriptase	4830	complexes with(1)	1
reverse transcriptase	5286	phosphorylated by(1)	1
reverse transcriptase	5578	phosphorylated by(1)	1
reverse transcriptase	5579	phosphorylated by(1)	1
reverse transcriptase	5580	phosphorylated by(1)	1
reverse transcriptase	5581	phosphorylated by(1)	1
reverse transcriptase	5582	phosphorylated by(1)	1
reverse transcriptase	5583	phosphorylated by(1)	1
reverse transcriptase	5584	phosphorylated by(1)	1
reverse transcriptase	5588	phosphorylated by(1)	1
reverse transcriptase	5590	phosphorylated by(1)	1
reverse transcriptase	5594	interacts with(1)	1
reverse transcriptase	5595	interacts with(1)	1
reverse transcriptase	5604	interacts with(1)	1
reverse transcriptase	6300	interacts with(1)	1
reverse transcriptase	6714	interacts with(1)	1
reverse transcriptase	7157	interacts with(1)	1
reverse transcriptase	7879	interacts with(1)	1
reverse transcriptase	8165	binds(1)	1
reverse transcriptase	8766	interacts with(1)	1
reverse transcriptase	9368	interacts with(1)	1
reverse transcriptase	10527	interacts with(1)	1
reverse transcriptase	26993	associates with(1)	1
reverse transcriptase	55054	interacts with(1)	1
reverse transcriptase	84717	interacts with(1)	1
reverse transcriptase	89849	interacts with(1)	1
reverse transcriptase	114548	interacts with(1)	1
reverse transcriptase	200316	interacts with(1)	1
reverse transcriptase p51 subunit	1937	interacts with(1)	1
reverse transcriptase p51 subunit	3383	interacts with(1)	1
Tat	31	interacts with(1)	1
Tat	59	interacts with(1)	1
Tat	60	interacts with(1)	1
Tat	70	interacts with(1)	1
Tat	71	interacts with(1)	1
Tat	72	interacts with(1)	1
Tat	86	interacts with(1)	1
Tat	160	interacts with(1)	1
Tat	161	interacts with(1)	1
Tat	163	interacts with(1)	1
Tat	176	binds(1)	1
Tat	191	interacts with(1)	1
Tat	213	interacts with(1)	1
Tat	308	associates with(1)	1
Tat	351	binds(1)	1
Tat	356	interacts with(1)	1
Tat	468	interacts with(1)	1
Tat	581	interacts with(1)	1
Tat	637	interacts with(1)	1
Tat	672	associates with(1)	1
Tat	801	interacts with(1)	1
Tat	805	interacts with(1)	1
Tat	822	interacts with(1)	1
Tat	832	interacts with(1)	1
Tat	841	interacts with(1)	1
Tat	842	interacts with(1)	1
Tat	890	interacts with(1)	1
Tat	892	interacts with(1)	1
Tat	896	interacts with(1)	1
Tat	898	binds(1)	1
Tat	905	binds(1)	1
Tat	915	interacts with(1)	1
Tat	916	interacts with(1)	1
Tat	917	interacts with(1)	1
Tat	919	interacts with(1)	1
Tat	940	interacts with(1)	1
Tat	952	associates with(1)	1
Tat	983	interacts with(1)	1
Tat	990	interacts with(1)	1
Tat	1019	interacts with(1)	1
Tat	1020	interacts with(1)	1
Tat	1024	interacts with(1)	1
Tat	1027	interacts with(1)	1
Tat	1050	interacts with(1)	1
Tat	1054	interacts with(1)	1
Tat	1173	interacts with(1)	1
Tat	1175	interacts with(1)	1
Tat	1232	binds(1)	1
Tat	1268	interacts with(1)	1
Tat	1432	interacts with(1)	1
Tat	1627	interacts with(1)	1
Tat	1660	interacts with(1)	1
Tat	1803	binds(1)	1
Tat	1808	interacts with(1)	1
Tat	1910	interacts with(1)	1
Tat	1917	interacts with(1)	1
Tat	1950	interacts with(1)	1
Tat	1958	binds(1)	1
Tat	1965	interacts with(1)	1
Tat	1968	interacts with(1)	1
Tat	2010	interacts with(1)	1
Tat	2201	interacts with(1)	1
Tat	2247	interacts with(1)	1
Tat	2272	interacts with(1)	1
Tat	2316	interacts with(1)	1
Tat	2317	interacts with(1)	1
Tat	2321	binds(1)	1
Tat	2521	interacts with(1)	1
Tat	2597	interacts with(1)	1
Tat	2629	interacts with(1)	1
Tat	2736	binds(1)	1
Tat	2885	binds(1)	1
Tat	2896	binds(1)	1
Tat	2907	binds(1)	1
Tat	2911	interacts with(1)	1
Tat	2960	interacts with(1)	1
Tat	2961	interacts with(1)	1
Tat	2962	interacts with(1)	1
Tat	2977	interacts with(1)	1
Tat	2982	interacts with(1)	1
Tat	2983	interacts with(1)	1
Tat	3012	binds(1)	1
Tat	3013	binds(1)	1
Tat	3014	binds(1)	1
Tat	3015	binds(1)	1
Tat	3017	binds(1)	1
Tat	3018	binds(1)	1
Tat	3021	binds(1)	1
Tat	3065	interacts with(1)	1
Tat	3066	interacts with(1)	1
Tat	3159	interacts with(1)	1
Tat	3185	complexes with(1)	1
Tat	3303	interacts with(1)	1
Tat	3312	interacts with(1)	1
Tat	3339	interacts with(1)	1
Tat	3383	interacts with(1)	1
Tat	3439	interacts with(1)	1
Tat	3440	interacts with(1)	1
Tat	3441	interacts with(1)	1
Tat	3442	interacts with(1)	1
Tat	3443	interacts with(1)	1
Tat	3444	interacts with(1)	1
Tat	3445	interacts with(1)	1
Tat	3446	interacts with(1)	1
Tat	3447	interacts with(1)	1
Tat	3448	interacts with(1)	1
Tat	3449	interacts with(1)	1
Tat	3451	interacts with(1)	1
Tat	3452	interacts with(1)	1
Tat	3456	interacts with(1)	1
Tat	3487	binds(1)	1
Tat	3565	interacts with(1)	1
Tat	3575	interacts with(1)	1
Tat	3608	interacts with(1)	1
Tat	3659	binds(1)	1
Tat	3689	interacts with(1)	1
Tat	3691	interacts with(1)	1
Tat	3708	interacts with(1)	1
Tat	3709	interacts with(1)	1
Tat	3710	interacts with(1)	1
Tat	3717	interacts with(1)	1
Tat	3718	interacts with(1)	1
Tat	3832	interacts with(1)	1
Tat	3842	binds(1)	1
Tat	3843	binds(1)	1
Tat	3920	associates with(1)	1
Tat	3930	interacts with(1)	1
Tat	3932	interacts with(1)	1
Tat	4000	binds(1)	1
Tat	4001	binds(1)	1
Tat	4137	interacts with(1)	1
Tat	4172	interacts with(1)	1
Tat	4175	interacts with(1)	1
Tat	4176	interacts with(1)	1
Tat	4193	ubiquitinated by(1)	1
Tat	4205	interacts with(1)	1
Tat	4300	complexes with(1)	1
Tat	4318	interacts with(1)	1
Tat	4609	associates with(1)	1
Tat	4628	interacts with(1)	1
Tat	4670	interacts with(1)	1
Tat	4673	interacts with(1)	1
Tat	4676	interacts with(1)	1
Tat	4772	interacts with(1)	1
Tat	4775	interacts with(1)	1
Tat	4776	interacts with(1)	1
Tat	4780	interacts with(1)	1
Tat	4842	interacts with(1)	1
Tat	4843	interacts with(1)	1
Tat	4846	interacts with(1)	1
Tat	4853	interacts with(1)	1
Tat	4904	binds(1)	1
Tat	4926	interacts with(1)	1
Tat	4927	interacts with(1)	1
Tat	4928	interacts with(1)	1
Tat	4938	interacts with(1)	1
Tat	4939	interacts with(1)	1
Tat	4940	interacts with(1)	1
Tat	4988	interacts with(1)	1
Tat	5058	interacts with(1)	1
Tat	5093	interacts with(1)	1
Tat	5094	interacts with(1)	1
Tat	5111	interacts with(1)	1
Tat	5132	interacts with(1)	1
Tat	5141	interacts with(1)	1
Tat	5142	interacts with(1)	1
Tat	5143	interacts with(1)	1
Tat	5144	interacts with(1)	1
Tat	5168	interacts with(1)	1
Tat	5359	interacts with(1)	1
Tat	5426	interacts with(1)	1
Tat	5451	binds(1)	1
Tat	5511	binds(1)	1
Tat	5553	binds(1)	1
Tat	5562	interacts with(1)	1
Tat	5563	interacts with(1)	1
Tat	5564	interacts with(1)	1
Tat	5578	phosphorylated by(1)	1
Tat	5579	phosphorylated by(1)	1
Tat	5580	phosphorylated by(1)	1
Tat	5581	phosphorylated by(1)	1
Tat	5582	phosphorylated by(1)	1
Tat	5583	phosphorylated by(1)	1
Tat	5584	phosphorylated by(1)	1
Tat	5587	phosphorylated by(1)	1
Tat	5590	phosphorylated by(1)	1
Tat	5592	interacts with(1)	1
Tat	5603	interacts with(1)	1
Tat	5606	interacts with(1)	1
Tat	5682	interacts with(1)	1
Tat	5684	interacts with(1)	1
Tat	5686	interacts with(1)	1
Tat	5692	interacts with(1)	1
Tat	5698	interacts with(1)	1
Tat	5700	interacts with(1)	1
Tat	5701	interacts with(1)	1
Tat	5702	interacts with(1)	1
Tat	5706	interacts with(1)	1
Tat	5707	interacts with(1)	1
Tat	5708	interacts with(1)	1
Tat	5709	interacts with(1)	1
Tat	5710	interacts with(1)	1
Tat	5711	interacts with(1)	1
Tat	5713	interacts with(1)	1
Tat	5714	interacts with(1)	1
Tat	5715	interacts with(1)	1
Tat	5716	interacts with(1)	1
Tat	5717	interacts with(1)	1
Tat	5718	interacts with(1)	1
Tat	5719	interacts with(1)	1
Tat	5720	interacts with(1)	1
Tat	5721	interacts with(1)	1
Tat	5724	interacts with(1)	1
Tat	5747	phosphorylates(1)	1
Tat	5788	interacts with(1)	1
Tat	5818	interacts with(1)	1
Tat	5888	interacts with(1)	1
Tat	5901	interacts with(1)	1
Tat	5903	interacts with(1)	1
Tat	5905	interacts with(1)	1
Tat	5928	interacts with(1)	1
Tat	5931	interacts with(1)	1
Tat	5934	binds(1)	1
Tat	5966	interacts with(1)	1
Tat	5981	interacts with(1)	1
Tat	5982	interacts with(1)	1
Tat	5983	interacts with(1)	1
Tat	5984	interacts with(1)	1
Tat	5985	interacts with(1)	1
Tat	6117	interacts with(1)	1
Tat	6122	interacts with(1)	1
Tat	6390	binds(1)	1
Tat	6426	interacts with(1)	1
Tat	6427	interacts with(1)	1
Tat	6601	interacts with(1)	1
Tat	6602	interacts with(1)	1
Tat	6626	interacts with(1)	1
Tat	6627	interacts with(1)	1
Tat	6670	interacts with(1)	1
Tat	6671	interacts with(1)	1
Tat	6711	interacts with(1)	1
Tat	6741	interacts with(1)	1
Tat	6749	interacts with(1)	1
Tat	6778	interacts with(1)	1
Tat	6853	interacts with(1)	1
Tat	6895	binds(1)	1
Tat	6917	interacts with(1)	1
Tat	6919	interacts with(1)	1
Tat	6920	interacts with(1)	1
Tat	6924	interacts with(1)	1
Tat	7025	interacts with(1)	1
Tat	7037	interacts with(1)	1
Tat	7040	interacts with(1)	1
Tat	7057	binds(1)	1
Tat	7067	binds(1)	1
Tat	7076	interacts with(1)	1
Tat	7077	interacts with(1)	1
Tat	7112	interacts with(1)	1
Tat	7153	interacts with(1)	1
Tat	7155	binds(1)	1
Tat	7161	binds(1)	1
Tat	7220	interacts with(1)	1
Tat	7277	binds(1)	1
Tat	7278	binds(1)	1
Tat	7280	binds(1)	1
Tat	7314	ubiquitinated by(1)	1
Tat	7316	ubiquitinated by(1)	1
Tat	7317	ubiquitinated by(1)	1
Tat	7321	ubiquitinated by(1)	1
Tat	7469	associates with(1)	1
Tat	7520	interacts with(1)	1
Tat	7528	interacts with(1)	1
Tat	7846	binds(1)	1
Tat	7852	binds(1)	1
Tat	7936	associates with(1)	1
Tat	8087	interacts with(1)	1
Tat	8091	interacts with(1)	1
Tat	8237	interacts with(1)	1
Tat	8290	binds(1)	1
Tat	8294	binds(1)	1
Tat	8329	binds(1)	1
Tat	8330	binds(1)	1
Tat	8331	binds(1)	1
Tat	8332	binds(1)	1
Tat	8334	binds(1)	1
Tat	8335	binds(1)	1
Tat	8336	binds(1)	1
Tat	8339	binds(1)	1
Tat	8340	binds(1)	1
Tat	8341	binds(1)	1
Tat	8342	binds(1)	1
Tat	8343	binds(1)	1
Tat	8344	binds(1)	1
Tat	8345	binds(1)	1
Tat	8346	binds(1)	1
Tat	8347	binds(1)	1
Tat	8348	binds(1)	1
Tat	8350	binds(1)	1
Tat	8351	binds(1)	1
Tat	8352	binds(1)	1
Tat	8353	binds(1)	1
Tat	8354	binds(1)	1
Tat	8355	binds(1)	1
Tat	8356	binds(1)	1
Tat	8357	binds(1)	1
Tat	8358	binds(1)	1
Tat	8359	binds(1)	1
Tat	8360	binds(1)	1
Tat	8361	binds(1)	1
Tat	8362	binds(1)	1
Tat	8363	binds(1)	1
Tat	8364	binds(1)	1
Tat	8365	binds(1)	1
Tat	8366	binds(1)	1
Tat	8367	binds(1)	1
Tat	8368	binds(1)	1
Tat	8369	binds(1)	1
Tat	8370	binds(1)	1
Tat	8467	interacts with(1)	1
Tat	8575	binds(1)	1
Tat	8607	interacts with(1)	1
Tat	8621	interacts with(1)	1
Tat	8655	interacts with(1)	1
Tat	8732	binds(1)	1
Tat	8805	binds(1)	1
Tat	8878	interacts with(1)	1
Tat	8894	interacts with(1)	1
Tat	8900	interacts with(1)	1
Tat	8932	interacts with(1)	1
Tat	8968	binds(1)	1
Tat	8969	binds(1)	1
Tat	8970	binds(1)	1
Tat	9031	interacts with(1)	1
Tat	9126	interacts with(1)	1
Tat	9150	binds(1)	1
Tat	9188	interacts with(1)	1
Tat	9282	binds(1)	1
Tat	9412	interacts with(1)	1
Tat	9491	interacts with(1)	1
Tat	9513	interacts with(1)	1
Tat	9555	binds(1)	1
Tat	9688	interacts with(1)	1
Tat	9739	interacts with(1)	1
Tat	9782	interacts with(1)	1
Tat	9861	interacts with(1)	1
Tat	9869	methylated by(1)	1
Tat	9879	interacts with(1)	1
Tat	9918	interacts with(1)	1
Tat	9972	interacts with(1)	1
Tat	9982	binds(1)	1
Tat	10001	binds(1)	1
Tat	10013	interacts with(1)	1
Tat	10018	interacts with(1)	1
Tat	10051	interacts with(1)	1
Tat	10135	interacts with(1)	1
Tat	10146	interacts with(1)	1
Tat	10197	interacts with(1)	1
Tat	10216	binds(1)	1
Tat	10284	interacts with(1)	1
Tat	10320	interacts with(1)	1
Tat	10360	interacts with(1)	1
Tat	10376	binds(1)	1
Tat	10381	binds(1)	1
Tat	10382	binds(1)	1
Tat	10383	binds(1)	1
Tat	10394	binds(1)	1
Tat	10399	interacts with(1)	1
Tat	10432	interacts with(1)	1
Tat	10521	interacts with(1)	1
Tat	10537	ubiquitinated by(1)	1
Tat	10575	interacts with(1)	1
Tat	10592	interacts with(1)	1
Tat	10594	interacts with(1)	1
Tat	10855	interacts with(1)	1
Tat	10856	interacts with(1)	1
Tat	10923	binds(1)	1
Tat	10929	interacts with(1)	1
Tat	11091	interacts with(1)	1
Tat	11198	interacts with(1)	1
Tat	11337	interacts with(1)	1
Tat	22954	binds(1)	1
Tat	23028	modified by(1)	1
Tat	23047	interacts with(1)	1
Tat	23165	interacts with(1)	1
Tat	23198	interacts with(1)	1
Tat	23244	interacts with(1)	1
Tat	23397	interacts with(1)	1
Tat	23405	interacts with(1)	1
Tat	23435	interacts with(1)	1
Tat	23512	interacts with(1)	1
Tat	23524	interacts with(1)	1
Tat	23621	interacts with(1)	1
Tat	23643	interacts with(1)	1
Tat	23683	phosphorylated by(1)	1
Tat	25825	interacts with(1)	1
Tat	25920	associates with(1)	1
Tat	25940	interacts with(1)	1
Tat	25942	interacts with(1)	1
Tat	26092	interacts with(1)	1
Tat	26273	interacts with(1)	1
Tat	26986	interacts with(1)	1
Tat	27336	associates with(1)	1
Tat	29101	interacts with(1)	1
Tat	30827	interacts with(1)	1
Tat	51193	interacts with(1)	1
Tat	51341	binds(1)	1
Tat	51474	interacts with(1)	1
Tat	51497	associates with(1)	1
Tat	51692	interacts with(1)	1
Tat	51807	binds(1)	1
Tat	54205	interacts with(1)	1
Tat	54623	complexes with(1)	1
Tat	54815	interacts with(1)	1
Tat	54876	interacts with(1)	1
Tat	55506	binds(1)	1
Tat	55536	interacts with(1)	1
Tat	55766	binds(1)	1
Tat	57634	interacts with(1)	1
Tat	58155	interacts with(1)	1
Tat	63893	interacts with(1)	1
Tat	64710	interacts with(1)	1
Tat	64919	binds(1)	1
Tat	79902	interacts with(1)	1
Tat	80829	interacts with(1)	1
Tat	81027	binds(1)	1
Tat	83740	binds(1)	1
Tat	83852	associates with(1)	1
Tat	84324	interacts with(1)	1
Tat	84617	binds(1)	1
Tat	84790	binds(1)	1
Tat	84823	binds(1)	1
Tat	85235	binds(1)	1
Tat	85236	binds(1)	1
Tat	92815	binds(1)	1
Tat	94239	binds(1)	1
Tat	116443	interacts with(1)	1
Tat	116444	interacts with(1)	1
Tat	121504	binds(1)	1
Tat	124790	interacts with(1)	1
Tat	126961	binds(1)	1
Tat	128312	binds(1)	1
Tat	163033	interacts with(1)	1
Tat	196528	binds(1)	1
Tat	221613	binds(1)	1
Tat	255626	binds(1)	1
Tat	284695	interacts with(1)	1
Tat	317772	binds(1)	1
Tat	347688	binds(1)	1
Tat	653361	interacts with(1)	1
Vif	196	interacts with(1)	1
Vif	790	interacts with(1)	1
Vif	908	interacts with(1)	1
Vif	920	interacts with(1)	1
Vif	1025	interacts with(1)	1
Vif	1642	interacts with(1)	1
Vif	2194	interacts with(1)	1
Vif	2547	binds(1)	1
Vif	2618	interacts with(1)	1
Vif	2874	interacts with(1)	1
Vif	3030	interacts with(1)	1
Vif	3055	interacts with(1)	1
Vif	3123	interacts with(1)	1
Vif	3300	interacts with(1)	1
Vif	3301	interacts with(1)	1
Vif	3303	interacts with(1)	1
Vif	3308	interacts with(1)	1
Vif	3312	interacts with(1)	1
Vif	3315	interacts with(1)	1
Vif	3320	interacts with(1)	1
Vif	3329	interacts with(1)	1
Vif	3581	interacts with(1)	1
Vif	3832	interacts with(1)	1
Vif	4131	interacts with(1)	1
Vif	4548	interacts with(1)	1
Vif	4666	interacts with(1)	1
Vif	4734	binds(1)	1
Vif	4898	interacts with(1)	1
Vif	5198	interacts with(1)	1
Vif	5300	interacts with(1)	1
Vif	5430	interacts with(1)	1
Vif	5431	interacts with(1)	1
Vif	5478	binds(1)	1
Vif	5525	binds(1)	1
Vif	5594	phosphorylated by(1)	1
Vif	5595	phosphorylated by(1)	1
Vif	5682	interacts with(1)	1
Vif	5683	interacts with(1)	1
Vif	5684	interacts with(1)	1
Vif	5685	interacts with(1)	1
Vif	5686	interacts with(1)	1
Vif	5687	interacts with(1)	1
Vif	5688	interacts with(1)	1
Vif	5689	interacts with(1)	1
Vif	5690	interacts with(1)	1
Vif	5691	interacts with(1)	1
